student_id,first_name,last_name,dob,email,phone,address,program_id,enrollment_date
988,Kevin,Sexton,2002-07-03,terrymark@norton.com,439-778-3931x2627,Andrewton,3,2023-09-01
989,Richard,Mcfarland,2004-09-04,timothybell@watson.net,(680)600-9471x040,North Anthonyburgh,4,2023-09-01
990,Christopher,Stephens,1999-04-04,brittney51@melton.info,001-459-423-5591x39822,Darrenfort,1,2023-09-01
991,Jennifer,Medina,2002-11-23,gabrielwallace@gmail.com,001-860-790-1609x23202,Zavalaview,2,2023-09-01
992,David,Boyd,2002-12-23,susanwright@gmail.com,971-917-6481,Derrickbury,3,2023-09-01
993,Carolyn,Estes,2003-10-03,juliebarry@gmail.com,231-224-9121,Lake Alejandra,5,2023-09-01
994,Tony,Davis,2001-06-28,istewart@gmail.com,506.835.9688,New Gregorymouth,1,2023-09-01
995,Joanna,Rogers,2005-03-04,ngomez@hotmail.com,985.154.7656,Odomborough,4,2023-09-01
996,Joseph,Jones,2004-09-15,cmckee@gmail.com,(379)900-0733,South Toddville,2,2023-09-01
997,Robert,Buck,2005-03-10,hwashington@gmail.com,(691)273-0487x46173,West Briannaport,3,2023-09-01
998,Cathy,Porter,1999-10-25,hebertkelly@hotmail.com,+1-413-425-3540x549,North Melissa,3,2023-09-01
999,Logan,James,2006-12-14,swilliams@hotmail.com,421-600-3850x256,West Amyborough,3,2023-09-01
1000,Brittany,Stout,2003-07-29,fgross@yahoo.com,572.018.1318,South Stevenview,5,2023-09-01
